review_id,restaurant_id,date,rating,review_text,monthly_sales,complaints_count,avg_rating,staff_turnover,risk_label
2184,48,4/15/2025,3,Center common not age than really practice game production.,311606,13,4.65,5,0
2185,153,9/1/2024,1,Medical term play school produce outside project lot American yet current forget call experience must make ability capital.,745118,42,4.29,4,0
2186,48,2/17/2025,1,Me senior summer question meeting pressure.,311606,13,4.65,5,0
2187,71,10/1/2024,4,Half big official risk understand measure like middle across much discover affect page beyond find military case.,1910828,27,4.03,3,0
2188,189,10/30/2024,5,Of public region model main mind quite option situation relate society teacher generation compare among tonight ahead.,313052,43,3.01,13,1
2189,93,2/4/2025,3,Building economic young near dream firm sport face century end off act know couple use give ten clearly per always control amount at ground newspaper.,1075913,21,2.87,6,0
2190,183,6/12/2025,5,Memory question focus physical drive current rule generation whose serious interest prove radio sing spring result live as other necessary form development yourself.,435735,17,2.96,15,0
2191,17,3/6/2025,1,Institution add material appear interview face also him itself line.,1517531,31,4.49,19,0
2192,53,7/15/2025,1,Education what into south stock let month strategy bit design grow memory international national fact eight.,1012255,23,3.81,4,0
2193,118,5/26/2025,2,Country age ahead world song buy market politics I not just investment hold table have there standard now baby behind eight brother current.,314194,37,3.98,12,0
2194,189,7/9/2025,4,Decision east top senior discover color though mention energy design ground manage difficult blood common guy seem product.,313052,43,3.01,13,1
2195,31,5/2/2025,5,Table no store few value analysis.,1242763,32,4.37,1,0
2196,37,1/31/2025,1,Painting individual quality care image.,725990,38,4.25,13,0
2197,111,7/26/2025,5,Successful weight why analysis ability however heavy organization color section old role upon base carry among most general finish just.,1790681,41,4.84,13,0
2198,162,11/14/2024,5,Father other leave world product one why.,549546,30,4.86,17,0
2199,20,4/6/2025,2,Top citizen majority feeling field official position media threat oil draw live employee your surface game without break.,757373,49,3.06,5,1
2200,103,3/28/2025,5,Former everyone bad red group debate night base.,967058,4,4.65,14,0
2201,124,10/23/2024,1,Live what hair feeling newspaper fish six interview.,516573,46,4.8,6,0
2202,190,8/16/2025,3,Recent style bad onto song alone than rather until lot tax huge very friend full will.,1563403,27,3.41,13,0
2203,178,6/23/2025,2,Rate left share interview owner southern through personal before everybody bring age add boy firm score wear study up shake.,1965476,3,4.87,5,0
2204,124,2/26/2025,1,Land short couple really those responsibility already maintain manage happen type person friend scientist me exactly.,516573,46,4.8,6,0
2205,99,8/2/2025,5,Specific least improve talk them leave smile wonder mean group model others particular question baby final authority trouble.,1136665,33,3.43,0,0
2206,151,5/21/2025,1,Sense law water pass feeling would from beyond two within network act wish.,1447236,30,4.02,5,0
2207,1,4/2/2025,5,Indeed exactly actually reduce language high nature see force street one describe line country picture level.,1537889,39,2.51,6,1
2208,18,4/27/2025,3,Floor set goal color television happen nearly town low season property themselves statement nice race.,565108,29,3.34,6,0
2209,57,6/10/2025,3,Player beat look gun Republican customer defense open this.,578225,19,3.28,1,0
2210,73,5/20/2025,4,Bad mouth thousand hot any herself scene identify cell bar television government simple time.,490178,33,3.1,11,1
2211,116,6/7/2025,3,Land nature us key may help most benefit establish use country.,1956405,38,3.8,16,0
2212,44,4/17/2025,5,Week wait coach hold them sense total stop.,1391002,41,3.58,4,0
2213,88,5/19/2025,5,Edge account quite note chance note evidence camera well anything name section tough product moment age represent understand hard performance woman power pick clearly peace.,571110,18,4.21,12,0
2214,180,3/4/2025,4,Democrat again attention national local develop follow ground success really success course interest seat him better ever black pattern region.,1608509,30,4.26,0,0
2215,109,1/15/2025,5,Scientist response quickly above improve general bar significant agency admit.,1361566,2,3.32,0,0
2216,58,2/25/2025,5,The watch report win fact ask girl girl time record lawyer truth small decide speech say area well bring long example establish.,537270,35,3.31,13,0
2217,49,6/19/2025,3,Message share open subject property yard choose night skill hard involve.,730381,26,4.08,9,0
2218,66,8/17/2025,4,Development big around should course alone high thousand policy magazine what test go your son class foreign prepare record bad.,1859251,46,4.45,2,0
2219,195,8/29/2025,2,Low camera clear president activity whose day believe well more site material prepare eat yeah early activity say indicate.,473453,28,2.93,5,1
2220,182,3/5/2025,4,Real nearly alone walk statement region main choice soon.,1619731,13,4.49,11,0
2221,115,7/25/2025,4,Miss moment later space black sometimes edge.,284419,19,4.46,11,0
2222,166,3/25/2025,2,Enjoy young agency discover industry social radio lawyer.,1203691,37,4.3,15,0
2223,6,9/9/2024,1,Plant sense prevent trouble loss office blue deal change to research his receive some worker military eight special during next fight industry difference.,1418830,4,4.71,12,0
2224,112,12/21/2024,3,Although seat surface strong between light take work foot whole discover prepare third watch.,1004858,41,3.92,2,0
2225,164,1/5/2025,1,Fish change probably yard save difference paper right family design soon guy most image again PM save wind your she office.,1567702,29,4.12,14,0
2226,42,7/11/2025,1,Possible run stage place trade before into drop among hair network upon fight test during manage TV simply minute tax.,925047,26,4.52,18,0
2227,141,8/18/2025,5,With office day consider image agent eat walk first minute money.,833960,39,4.4,14,0
2228,111,10/15/2024,3,Who fast light trip ground each whether land always cut certain laugh make.,1790681,41,4.84,13,0
2229,161,7/25/2025,5,Through imagine something enough lead case responsibility American candidate message could enough baby citizen Congress strong want consider into artist language.,832012,8,3.02,3,0
2230,169,6/25/2025,1,Over continue message price affect include care miss win should sometimes.,627871,40,4.56,5,0
2231,87,3/18/2025,2,Win work set quality into he pick hit member miss follow miss yeah age possible election fine fall peace mouth.,1750343,9,3.02,3,0
2232,74,10/25/2024,2,Scene quality respond operation responsibility sit bring lawyer teach good for early civil nature.,1469477,28,4.64,17,0
2233,120,8/17/2025,2,Amount grow little civil above have look maybe almost reach ground total area woman.,1223844,1,4.07,10,0
2234,61,4/12/2025,1,Grow buy threat memory because certain professor determine song hotel let.,424127,8,4.66,8,0
2235,178,3/27/2025,3,Race century agent thus any way source government training enjoy mean everybody major weight.,1965476,3,4.87,5,0
2236,13,8/2/2025,4,Phone its he career culture candidate house.,310550,1,4.71,15,0
2237,54,1/11/2025,2,Guess politics ten quickly trouble which single politics inside read reach consider doctor line sport imagine himself life computer for upon.,870392,5,2.65,17,0
2238,166,12/9/2024,5,National old most summer something hot within charge their level visit while real positive.,1203691,37,4.3,15,0
2239,181,12/2/2024,2,Project almost collection matter population computer late fall any official call.,1876696,43,3.46,5,0
2240,13,8/29/2025,4,Stock probably hair establish field late ten stock while.,310550,1,4.71,15,0
2241,45,11/25/2024,1,Begin for Congress PM later quickly society character long sometimes light threat whether lose.,1028492,10,2.73,12,0
2242,183,10/21/2024,3,Civil leader although at follow by research standard another leader.,435735,17,2.96,15,0
2243,134,4/3/2025,1,Stand performance charge decade effect service statement month chance young reality national start evening away mean.,328853,16,4.84,8,0
2244,67,2/4/2025,3,Model kind painting answer affect commercial six foot home across artist debate daughter.,1390056,23,2.69,2,0
2245,110,10/22/2024,2,Think through protect imagine after back strong certainly relationship step industry woman exist.,1785778,9,4.13,1,0
2246,103,2/3/2025,2,Feeling style down of attention hair all respond model commercial music yard behind focus card increase.,967058,4,4.65,14,0
2247,20,9/29/2024,3,Look group their know decide share yeah soldier kind word policy.,757373,49,3.06,5,1
2248,26,9/21/2024,1,Protect network station usually save rise particularly suffer.,1722209,45,2.61,4,1
2249,42,5/26/2025,4,For book gun sound surface question even stop impact kitchen which.,925047,26,4.52,18,0
2250,68,6/25/2025,5,Act general be water season college growth some expect hold policy maybe hear majority war major total close people tree body reduce.,674182,4,4.63,10,0
2251,90,1/14/2025,3,Art speech green coach so doctor sport professional anything brother car military especially section center yet training adult full film media sister technology morning.,997095,37,4.86,0,0
2252,158,9/19/2024,2,Girl tell care town budget name choice thought goal price matter social stand necessary.,482654,48,4.31,18,0
2253,80,4/6/2025,1,Interview side entire rest discuss material cover go huge small industry onto would.,813137,9,2.82,19,0
2254,63,9/5/2024,4,Discussion capital what truth same against outside never American important behind market successful discuss production tonight look career cup.,1205868,39,4.39,1,0
2255,116,6/16/2025,1,Machine culture tend author him building.,1956405,38,3.8,16,0
2256,105,2/6/2025,5,Work stage citizen huge candidate simply drop read surface one traditional southern develop either pull sing civil sure should issue learn body scene sit.,354852,49,4.51,19,0
2257,35,2/19/2025,5,Bar weight subject take want meet instead space official area onto.,315443,26,4.64,8,0
2258,54,2/8/2025,1,Meet research pressure man daughter require either crime type herself mind ahead now for resource all court trade.,870392,5,2.65,17,0
2259,109,9/29/2024,2,Age human major student thing far old affect deal standard today because.,1361566,2,3.32,0,0
2260,3,8/26/2025,1,Lead leave everything entire open themselves north gun decade more send.,851755,32,4.58,7,0
2261,16,6/2/2025,3,Choice our especially manage free administration matter front leader manage example until enter letter color.,1440522,37,3.4,17,0
2262,53,7/24/2025,5,Value collection three stuff probably deal resource actually drive year send firm mean.,1012255,23,3.81,4,0
2263,154,10/24/2024,1,Fact mother store girl number everyone.,1116649,39,3.06,18,1
2264,160,11/30/2024,4,Its structure woman hard see wind include pretty.,1766358,27,2.66,7,1
2265,67,8/7/2025,4,Often wish race her war example modern before hour special with.,1390056,23,2.69,2,0
2266,170,1/19/2025,2,As too either different law watch system parent stand end leader that close enough save.,1428255,37,2.6,2,1
2267,31,6/11/2025,1,Blood already pay fish let ball free population her beautiful take popular college all firm protect century hot and painting.,1242763,32,4.37,1,0
2268,97,12/19/2024,5,Stand the owner other state scientist why agree enough enough fish detail option seem just.,823804,7,2.85,10,0
2269,200,9/24/2024,1,Oil commercial me fall sing lose hospital already from almost company really later.,1725174,11,4.82,0,0
2270,119,11/4/2024,3,Themselves receive kitchen car recent deal may various candidate place peace drug second whole seek stock article security.,1893463,9,4.36,13,0
2271,69,3/25/2025,1,Continue determine field peace capital middle magazine number relationship month field music something myself.,1829402,32,2.97,6,1
2272,87,2/25/2025,5,Side image ball science yeah today front really hair whatever measure group finally movie we view change TV.,1750343,9,3.02,3,0
2273,171,2/23/2025,5,Medical box hear one opportunity election eight painting woman us account provide describe those customer.,616998,37,2.73,8,1
2274,135,3/10/2025,2,Work while financial fast address economy represent seem her hundred church six instead nice heart citizen indicate benefit build.,1687402,45,2.51,7,1
2275,80,10/31/2024,3,Myself might six everything activity control end material dinner sometimes argue society.,813137,9,2.82,19,0
2276,85,10/28/2024,4,Major couple let low hotel finally visit school final significant deep over most adult offer apply very.,279880,25,2.87,8,0
2277,58,4/30/2025,1,Floor mind hard much he role determine Mr read relationship whatever.,537270,35,3.31,13,0
2278,140,3/23/2025,2,Scientist part dog research forward successful practice too must consumer rock guess too.,731528,2,4.88,1,0
2279,93,4/1/2025,4,Nothing member finally remember well item onto.,1075913,21,2.87,6,0
2280,168,8/29/2025,5,Agree detail reveal nation soon community series fill interview fine matter.,1621276,42,4.14,12,0
2281,30,9/21/2024,3,Someone two group blue message report recognize suggest.,1818523,42,4.83,9,0
2282,149,6/25/2025,4,Make reality program large try economic effect network may everything open under report tree material treatment which onto upon.,775196,29,4.58,15,0
2283,101,5/5/2025,4,It south surface reveal similar easy see policy class east.,390029,41,3.8,16,0
2284,48,3/10/2025,4,South picture imagine house teacher city player campaign Congress husband hair various four.,311606,13,4.65,5,0
2285,142,5/24/2025,1,Finally data test tree create end alone least executive tend after woman as also.,323001,23,3.54,8,0
2286,107,7/20/2025,2,Pay institution establish half recognize popular choice knowledge side well eat approach which network.,216873,18,4.42,9,0
2287,60,6/3/2025,1,Political office sort she both own check benefit over special.,1374969,13,4.94,17,0
2288,62,10/10/2024,1,No crime news occur yes ten senior authority.,894146,17,3.98,0,0
2289,182,12/8/2024,1,Ever compare beat none up fight voice actually book thing institution follow answer they system bad listen own goal.,1619731,13,4.49,11,0
2290,178,1/4/2025,5,Challenge defense lose huge southern than early.,1965476,3,4.87,5,0
2291,189,6/6/2025,1,Crime live avoid myself very last beyond someone star audience production than prove different include.,313052,43,3.01,13,1
2292,198,11/2/2024,5,Standard wide out talk large think.,1113960,1,3.11,15,0
2293,117,9/14/2024,3,Lay see claim own trade girl character follow western policy week sport memory.,294472,13,3.18,2,0
2294,47,3/4/2025,1,List stage rest business Democrat activity staff after machine scientist.,1705479,41,4.06,3,0
2295,151,11/4/2024,2,Type should including item foot worry fish let yourself federal.,1447236,30,4.02,5,0
2296,15,2/2/2025,3,Behavior field bad improve its voice teach would.,1350201,24,3.62,0,0
2297,145,1/1/2025,2,Without school address along still participant by almost.,1607769,31,4.19,17,0
2298,123,1/6/2025,3,Now stage worker forget heart street yard will wall from half heavy control wish us development fight.,1191547,10,3.16,19,0
2299,147,1/30/2025,2,Age list company second sense fire job hotel difficult sort gun trial reflect.,1477398,46,3.26,5,0
2300,189,8/31/2024,3,Beautiful with surface often cultural board street it never herself deal start left door or simple issue minute under.,313052,43,3.01,13,1
2301,66,7/8/2025,1,Idea now form go movement Congress day describe miss instead none pass financial American.,1859251,46,4.45,2,0
2302,151,11/14/2024,4,Mrs opportunity future keep charge write yourself interest leader gas large line physical surface red me.,1447236,30,4.02,5,0
2303,87,5/25/2025,1,Treatment both protect relationship reflect factor purpose know treatment according another ask research identify create agree leg level.,1750343,9,3.02,3,0
2304,89,3/8/2025,3,Probably against ok culture indeed amount rate sell east nothing national a.,1541025,7,3.48,9,0
2305,103,4/9/2025,2,Local fact single bit other sort across company only.,967058,4,4.65,14,0
2306,128,2/22/2025,2,Style second me write develop.,714867,27,3.05,14,1
2307,76,3/2/2025,2,Fish without miss fund data general laugh stop could including per guy ten model realize.,526828,25,4.55,17,0
2308,166,8/1/2025,5,Way chair miss force among million arm energy various its area establish war moment it spring.,1203691,37,4.3,15,0
2309,142,4/25/2025,3,Ago common question person student happen window section door movie.,323001,23,3.54,8,0
2310,119,10/30/2024,4,Water day network month energy watch weight fall return share pull hospital career my right up offer glass program house station section truth offer.,1893463,9,4.36,13,0
2311,158,4/15/2025,5,Mrs knowledge amount expert home today message week lay tonight discussion control.,482654,48,4.31,18,0
2312,84,4/13/2025,2,Scientist national exactly today six mind early protect court off whole last former owner make style teacher deep fight.,1016129,21,2.66,3,0
2313,62,10/27/2024,4,Other Congress vote firm who structure century smile attention debate PM season girl cup sure man pattern between small.,894146,17,3.98,0,0
2314,119,10/18/2024,1,Far type before and a woman car imagine animal various gun spring role conference street.,1893463,9,4.36,13,0
2315,94,12/2/2024,4,Then without life hit surface stage possible million impact argue public hard change and clearly tree live appear point.,1026668,22,4.39,16,0
2316,86,2/9/2025,5,Decide record do activity what artist the.,1155015,18,3.34,16,0
2317,187,3/12/2025,5,Admit voice until player thus after full.,1203160,31,4.92,17,0
2318,163,7/16/2025,1,Meeting kind agree tough play than staff suffer brother seven senior health peace kind.,239813,25,3.2,3,0
2319,145,11/1/2024,4,Mean large do see support recently federal year board much meeting kid go.,1607769,31,4.19,17,0
2320,60,2/9/2025,2,Term popular onto community early take material husband recognize too.,1374969,13,4.94,17,0
2321,130,7/26/2025,4,Get return staff happy medical deep story section its fear information brother suddenly news against must rich heart.,719922,8,3.78,9,0
2322,85,9/18/2024,2,Hit machine oil few would activity these only theory vote listen above here another letter yourself become beautiful later.,279880,25,2.87,8,0
2323,153,10/10/2024,2,Physical move top animal series the question check color sure account point everything billion size speech save collection condition final write debate.,745118,42,4.29,4,0
2324,75,4/29/2025,4,Bank share finish not public society this learn police play seven week support no eat card husband arrive realize father.,1043836,30,4.23,16,0
2325,37,6/23/2025,1,Western behind by stage its establish next respond exactly its trial design goal politics blood do.,725990,38,4.25,13,0
2326,180,5/15/2025,3,Tend time maintain discover natural news star personal research next truth I station.,1608509,30,4.26,0,0
2327,184,4/14/2025,3,Artist good animal conference upon indeed service find.,277122,24,2.65,12,0
2328,78,6/2/2025,5,Yet every garden some entire itself push official.,738602,42,3.7,8,0
2329,117,2/21/2025,5,Its particularly maintain nature police feeling.,294472,13,3.18,2,0
2330,56,7/18/2025,5,Perhaps each type building reach paper guess easy process through statement total.,1601452,28,2.98,7,1
2331,136,1/29/2025,2,Move daughter need daughter leg there camera group top turn he change.,481606,42,5,6,0
2332,78,12/21/2024,2,Remain fight agent health her education body different throw single spring during factor understand finish.,738602,42,3.7,8,0
2333,132,2/26/2025,3,Store natural possible full drug time lay fire have.,957918,38,4.48,14,0
2334,95,5/5/2025,5,Often far possible material city cultural ball improve understand memory property nice wind enough bad most.,1674873,25,4.2,13,0
2335,158,9/20/2024,3,Body western allow marriage many range station.,482654,48,4.31,18,0
2336,89,7/19/2025,1,Himself process need city deep seek itself action example simple environmental lot more expert along development husband authority.,1541025,7,3.48,9,0
2337,36,4/2/2025,2,Hope success maintain both report professor dark.,1372543,8,4.69,3,0
2338,122,9/20/2024,5,Team offer night model speech human reveal vote run white huge stock yard story cultural individual of.,1599309,21,4.4,14,0
2339,142,6/5/2025,1,Day Mr ten behavior interesting size.,323001,23,3.54,8,0
2340,195,12/25/2024,3,In establish development fly defense growth plan today develop few data.,473453,28,2.93,5,1
2341,145,2/22/2025,3,Number act cost down bad into wait his environment item they together must Mrs voice board.,1607769,31,4.19,17,0
2342,54,8/15/2025,1,Especially build night example turn her matter account and always suddenly group make report guy arm.,870392,5,2.65,17,0
2343,83,7/31/2025,2,Owner seat Mr region door guess station fall maintain air father security money spring imagine light author maybe hotel.,1089597,6,3.73,11,0
2344,6,10/2/2024,3,Join physical light trouble hour play source few entire another billion one themselves hope under standard animal own everybody it rich west accept bill democratic hundred enough.,1418830,4,4.71,12,0
2345,42,10/10/2024,2,Push well science tough look set right gun when magazine movie or ask during lose green kid.,925047,26,4.52,18,0
2346,116,8/12/2025,4,Need his whatever admit away accept on admit far.,1956405,38,3.8,16,0
2347,185,9/28/2024,1,Town appear as leader it thousand paper line event school approach movement dinner during movie help shoulder media guy.,791479,4,3.7,2,0
2348,148,12/26/2024,3,Law history bring stage detail citizen every child model thing officer line.,1559220,16,4.59,6,0
2349,122,1/26/2025,1,Family remain religious director someone company ten think not small.,1599309,21,4.4,14,0
2350,76,10/19/2024,3,Every interesting ago group kind reality picture care financial attack yet light more travel read standard themselves.,526828,25,4.55,17,0
2351,17,2/1/2025,2,Everything history into event experience forget work mention sure.,1517531,31,4.49,19,0
2352,169,10/11/2024,5,Apply though play relationship ok area spend response cost figure citizen itself plan that bag establish almost leg rise.,627871,40,4.56,5,0
2353,8,12/15/2024,4,Respond successful outside cultural challenge not dream believe majority company dog.,780896,17,3.78,16,0
2354,141,6/11/2025,5,Mr move order information only spring job high page yard represent authority economy theory figure dinner.,833960,39,4.4,14,0
2355,114,3/26/2025,2,Dinner carry establish generation avoid put simple entire discuss direction prepare open per four.,552526,31,2.77,9,1
2356,164,3/16/2025,3,Main allow before spring also ground reach evidence option paper believe will animal would look.,1567702,29,4.12,14,0
2357,26,12/14/2024,2,Candidate budget easy term control government final from site operation.,1722209,45,2.61,4,1
2358,114,7/5/2025,5,Part adult compare nice president he stage level still sometimes range too plant policy dark all foreign.,552526,31,2.77,9,1
2359,61,1/17/2025,3,Billion nor laugh foot stuff enough room of story situation case line rock call quite thought their.,424127,8,4.66,8,0
2360,192,1/20/2025,2,Course situation material part official administration hit treatment hair quickly.,1676934,32,3.58,8,0
2361,26,3/16/2025,1,Though might see Republican religious include newspaper term interview story economic agreement learn current.,1722209,45,2.61,4,1
2362,128,11/21/2024,1,Reason firm hour mission look difference decide air college whom even morning.,714867,27,3.05,14,1
2363,77,3/22/2025,3,They task be be heavy fill air knowledge until attention.,1034217,12,4.64,9,0
2364,75,7/25/2025,2,Challenge black easy family at act night nothing growth drug special at girl there sit catch happy study school court.,1043836,30,4.23,16,0
2365,199,7/22/2025,4,Miss data better easy garden discuss baby represent through anything drop Mrs say next white only meeting cost.,776920,0,3.82,0,0
2366,68,9/6/2024,1,Indicate tree main mind court above yard modern somebody cause relationship right opportunity avoid take arrive alone win exactly song agent.,674182,4,4.63,10,0
2367,27,11/27/2024,2,Score require where south study model man.,228705,41,3.41,16,0
2368,45,11/25/2024,3,Wait program money but keep seem billion identify born itself pick game bag never others floor old score say risk white actually.,1028492,10,2.73,12,0
2369,107,7/21/2025,5,Task paper attention myself pick but far long.,216873,18,4.42,9,0
2370,180,2/28/2025,1,Traditional phone throughout beat various art already sometimes night area research suggest physical customer many describe discuss analysis others light scientist own face condition.,1608509,30,4.26,0,0
2371,71,2/1/2025,3,Hand so discussion think despite play city kid plan north near play maintain scene everything summer.,1910828,27,4.03,3,0
2372,135,12/5/2024,2,To until letter television evening seven assume traditional even outside able world.,1687402,45,2.51,7,1
2373,132,2/28/2025,2,Model study woman dog study drop apply simply.,957918,38,4.48,14,0
2374,111,1/18/2025,3,Page particular type receive dinner at age Republican.,1790681,41,4.84,13,0
2375,180,4/3/2025,2,Industry enough alone civil ahead or federal leg air never memory thousand.,1608509,30,4.26,0,0
2376,45,12/31/2024,4,Early window tonight suggest fish study defense finally fine partner news his right wait generation every.,1028492,10,2.73,12,0
2377,192,2/24/2025,1,Anything security senior really station return away window listen produce message sport often hospital food cold book.,1676934,32,3.58,8,0
2378,115,7/6/2025,1,Represent whose each between property light leader quite society report study join media and act design tend several case usually very artist.,284419,19,4.46,11,0
2379,45,12/28/2024,4,Reveal nation hair former sense station role mention town financial organization meet sister help natural east agree focus inside someone last deal.,1028492,10,2.73,12,0
2380,101,1/10/2025,5,Than seem science he establish process offer well marriage general important day certainly far later suffer kid building trouble best so parent form require by.,390029,41,3.8,16,0
2381,45,2/23/2025,4,Black education fill environmental wrong ahead amount others everyone.,1028492,10,2.73,12,0
2382,198,9/24/2024,1,Night cut quickly teacher new TV carry stuff threat sound PM enough radio social year however despite us easy across.,1113960,1,3.11,15,0
2383,114,3/14/2025,5,Interesting book society play especially maybe edge commercial southern music natural political.,552526,31,2.77,9,1
2384,58,9/21/2024,4,Spring four specific weight most consumer attack which include yet plant event name role husband man market peace accept suddenly job particular quite security me.,537270,35,3.31,13,0
2385,62,4/2/2025,2,Right until you our share power about read hot.,894146,17,3.98,0,0
2386,77,10/21/2024,1,Both edge address price accept maybe open together type music now eat plan more federal responsibility play hour hand western school drug.,1034217,12,4.64,9,0
2387,170,7/27/2025,2,Above policy when color his worker body yes bit policy blood sister pretty style another item.,1428255,37,2.6,2,1
2388,194,4/6/2025,3,Scene century cut face mouth without less score.,703109,7,3.81,1,0
2389,123,4/13/2025,4,Appear quite thousand box so pick ball last environmental across light enough.,1191547,10,3.16,19,0
2390,152,5/9/2025,2,Girl appear treatment data.,438360,44,3.28,0,0
2391,192,8/8/2025,3,Project food health property director give personal also heart wait treatment tree cold this strategy both.,1676934,32,3.58,8,0
2392,137,1/24/2025,2,Both he development during end her ball reveal small tonight note maybe century cell ok animal large.,473980,26,2.54,13,1
2393,183,1/25/2025,4,Age executive blood heart least billion crime strategy of service same leader enjoy.,435735,17,2.96,15,0
2394,155,12/4/2024,4,Sound go book enter return born stage one each service member boy man let rather.,1661627,32,3.55,17,0
2395,144,11/21/2024,3,To determine show body near white thought establish management large boy serve quite senior wrong tough.,1460331,29,3.78,3,0
2396,20,11/12/2024,4,Former five sure agree direction energy character significant thought hot run drug attention catch.,757373,49,3.06,5,1
2397,108,1/30/2025,5,Matter thought result strong education southern step whatever attorney program buy another last industry figure find land.,824545,45,3.79,18,0
2398,84,12/11/2024,3,Forward modern get understand much could account force every door whose.,1016129,21,2.66,3,0
2399,14,3/15/2025,3,Still matter race else common paper cover design race feeling close scientist vote option.,354467,23,2.52,1,0
2400,98,5/22/2025,5,What point box technology however build agreement.,1216573,6,4.94,14,0
2401,132,10/6/2024,4,Budget use protect learn someone senior scene box finally method energy major total also action.,957918,38,4.48,14,0
2402,141,11/3/2024,4,Soldier member late soon front heart however compare never either company or fall similar day social today purpose.,833960,39,4.4,14,0
2403,147,2/13/2025,1,Town series girl feeling how partner me order history program rest significant pull hit focus quality human low experience statement miss improve.,1477398,46,3.26,5,0
2404,62,10/24/2024,1,Data interview best person science seven Mr TV able open continue mouth.,894146,17,3.98,0,0
2405,146,11/16/2024,5,The board official voice care administration assume each entire measure.,764008,7,4.71,18,0
2406,68,2/24/2025,3,So wind whom development set PM dinner war agree garden.,674182,4,4.63,10,0
2407,136,10/28/2024,3,Relationship carry prove expert most worry result down become enjoy blue oil daughter population even white year.,481606,42,5,6,0
2408,20,9/22/2024,5,Onto how science easy way here drug student account from dinner material actually continue employee try successful maybe great two old see.,757373,49,3.06,5,1
2409,74,6/9/2025,3,As grow stock have technology yes foreign party discuss son red go final wear what.,1469477,28,4.64,17,0
2410,191,2/24/2025,1,Front writer culture news fear raise thousand financial.,983529,15,3.57,3,0
2411,4,11/19/2024,4,Dark law western modern of western information course report officer will yes realize number later indicate entire owner morning responsibility.,230040,41,3.45,11,0
2412,112,7/18/2025,1,Wife plan cover history north.,1004858,41,3.92,2,0
2413,22,9/21/2024,1,Artist positive action figure hot training much deal toward special writer charge on fear.,1615184,5,3.36,17,0
2414,135,4/7/2025,2,Store couple pay partner station manage garden read investment accept animal national trade onto set some understand eat.,1687402,45,2.51,7,1
2415,100,5/21/2025,1,Music vote attention one personal free dog far about.,1908652,4,2.82,15,0
2416,197,1/21/2025,5,Feeling international field wear next try bag long surface performance establish.,1112436,6,2.88,9,0
2417,22,12/26/2024,4,Area above call recognize be site reflect culture final.,1615184,5,3.36,17,0
2418,136,5/28/2025,3,Hundred because off man item scientist unit pressure responsibility range available.,481606,42,5,6,0
2419,62,12/3/2024,3,Drop place according door score sister necessary four stage.,894146,17,3.98,0,0
2420,54,1/14/2025,3,Ever general writer personal current hit voice continue some feeling something commercial office stuff card participant of sister open upon degree family.,870392,5,2.65,17,0
2421,175,8/29/2025,2,For hot save owner training sometimes anyone of father fund manage beyond total despite sound opportunity.,1726954,47,2.51,16,1
2422,193,12/15/2024,2,Whose computer born maybe care store institution pressure over current set couple leader reality teach with financial member interview situation kid consumer prepare actually cold.,497778,12,4.13,3,0
2423,81,7/29/2025,2,Chance number find charge thus war course goal statement form else later despite think red rule agree here.,864748,27,2.5,8,1
2424,122,11/25/2024,1,Vote short specific suggest reveal out young leave director resource student tend various five someone indicate.,1599309,21,4.4,14,0
2425,85,12/15/2024,5,Experience ready those imagine be father about hot employee level health.,279880,25,2.87,8,0
2426,115,2/25/2025,3,Their dinner democratic ability area institution find onto conference.,284419,19,4.46,11,0
2427,164,3/14/2025,3,Professor that step theory both relate national assume community wonder million station night firm business.,1567702,29,4.12,14,0
2428,175,2/1/2025,4,Agency church form foot offer sign he and future you red author staff author look should support buy anything lot.,1726954,47,2.51,16,1
2429,65,7/18/2025,5,Wall attack figure common state practice foot great.,260106,48,2.67,13,1
2430,198,11/27/2024,5,For dinner trip who decade week back kid sound themselves data represent candidate improve set cultural woman.,1113960,1,3.11,15,0
2431,14,5/13/2025,4,Attorney grow challenge indeed or center those news exist budget.,354467,23,2.52,1,0
2432,83,12/29/2024,2,Ever brother management door ok phone occur around number war look.,1089597,6,3.73,11,0
2433,193,5/5/2025,5,Music budget consumer Democrat bill available class officer thing organization term government why.,497778,12,4.13,3,0
2434,122,1/7/2025,5,We between prepare simple close side reason computer section event institution yes wife begin trouble design story.,1599309,21,4.4,14,0
2435,143,9/4/2024,4,Professional western measure one well participant big sister fish always parent interview.,1454305,24,3.76,2,0
2436,72,7/4/2025,2,Happen drop director else deal detail car others check who ten.,1667220,21,2.68,0,0
2437,111,3/26/2025,1,Wall baby both claim ahead just idea exist within dinner social big off edge capital individual candidate region west after.,1790681,41,4.84,13,0
2438,72,1/16/2025,4,Beautiful southern draw above analysis town ability ready why partner attention my particularly professor call test usually professor financial major station.,1667220,21,2.68,0,0
2439,118,3/5/2025,4,More wide pattern more trial serious civil movie adult shoulder government song better night food large peace account plant finally.,314194,37,3.98,12,0
2440,162,10/29/2024,3,Drug seek food character activity if believe our country bad process mission situation team cost wide doctor.,549546,30,4.86,17,0
2441,90,12/1/2024,2,Toward paper there against thought policy gun better start though manage.,997095,37,4.86,0,0
2442,40,3/9/2025,4,Whether either doctor conference give manager politics also look teach.,1329684,47,4.81,18,0
2443,125,12/26/2024,5,Son tough it reduce industry just bring opportunity situation prepare point up physical.,823836,32,3.49,10,0
